 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
444.0,66695827.0,32.0,34.0,11898.0,460.0,1460.0,0.0,371.8125,505.3550293,267.0,0.0,13.52941176,44.79937452,185.2889537,0.989567158,1026089.646,5280456.166,37000000.0,2.0,66700000.0,2151464.935,7548995.503,37000000.0,4.0,66700000.0,2021070.818,7327578.027,37000000.0,2.0,0.0,0.0,0.0,0.0,652.0,692.0,0.479790137,0.509777021,0.0,1460.0,184.4477612,391.8442905,153541.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,187.2424242,371.8125,13.52941176,652.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11898.0,34.0,460.0,8192.0,492.0,31.0,20.0,376331.0,362570.0288,730747.0,6123.0,21700000.0,14900000.0,37000000.0,7268675.0,3
8080.0,69488.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,4907.322128,100.7368179,11581.33333,27408.34863,67525.0,52.0,69488.0,23162.66667,39575.91881,68860.0,52.0,68129.0,34064.5,47320.2929,67525.0,604.0,0.0,0.0,0.0,0.0,92.0,72.0,57.56389592,43.17292194,0.0,195.0,42.625,75.57576615,5711.696429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.71428571,51.75,44.66666667,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80.0,1736294.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,10220.0,0.0,2321.4,4455.182578,6699.902206,4.607514626,248042.0,655346.216,1734227.0,23.0,1647.0,823.5,1081.166268,1588.0,59.0,1736271.0,434067.75,866773.1147,1734227.0,185.0,0.0,0.0,0.0,0.0,72.0,112.0,1.727817985,2.879696641,0.0,10220.0,1292.555556,3378.299021,11400000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666666667,2321.4,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8080.0,997230.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.0499985,6.016666165,199446.0,272432.5287,498813.0,394.0,996665.0,498332.5,1236.72976,499207.0,497458.0,996719.0,498359.5,1440.376513,499378.0,497341.0,0.0,0.0,0.0,0.0,92.0,60.0,3.008333083,3.008333083,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80.0,84481.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,2900.25,3345.636997,137628.5792,82.85886767,14080.16667,29282.33679,73242.0,29.0,11053.0,5526.5,7268.350604,10666.0,387.0,84408.0,28136.0,39437.98807,73242.0,157.0,0.0,0.0,0.0,0.0,72.0,92.0,35.51094329,47.34792439,0.0,5840.0,1453.375,2681.356423,7189672.268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.0,8.666666667,2900.25,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8080.0,75114.0,4.0,3.0,210.0,134.0,198.0,0.0,52.5,97.04122835,128.0,0.0,44.66666667,72.23111056,4579.705514,93.19168198,12519.0,29832.30706,73412.0,38.0,75114.0,25038.0,42824.11358,74486.0,38.0,73978.0,36989.0,51509.90058,73412.0,566.0,0.0,0.0,0.0,0.0,92.0,72.0,53.2523897,39.93929228,0.0,198.0,43.0,76.44232186,5843.428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.14285714,52.5,44.66666667,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80.0,36983.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.07890112,36983.0,0.0,36983.0,36983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,27.03945056,27.03945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,284.0,972.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,46696.0,4.0,2.0,196.0,232.0,49.0,49.0,49.0,0.0,116.0,116.0,116.0,0.0,9165.667295,128.490663,9339.2,15486.49522,35705.0,3.0,35711.0,11903.66667,20612.55931,35705.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,80.0,40.0,85.66044201,42.830221,49.0,116.0,68.14285714,32.69265244,1068.809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,49.0,116.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,196.0,2.0,232.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56574.0,7117762.0,1.0,5.0,1375.0,24.0,1375.0,1375.0,1375.0,0.0,6.0,0.0,4.8,2.683281573,196.550545,0.842961594,1423552.4,3180746.192,7113444.0,315.0,0.0,0.0,0.0,0.0,0.0,7116136.0,1779034.0,3556273.424,7113444.0,315.0,1.0,0.0,0.0,0.0,20.0,112.0,0.140493599,0.702467995,0.0,1375.0,396.2857143,668.5927296,447016.2381,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,462.3333333,1375.0,4.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1375.0,5.0,24.0,229.0,0.0,0.0,20.0,4318.0,0.0,4318.0,4318.0,7113444.0,0.0,7113444.0,7113444.0,0
8080.0,1002068.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.96285282,5.987617607,200413.6,273751.2274,500480.0,380.0,1001513.0,500756.5,382.5447686,501027.0,500486.0,1001688.0,500844.0,270.1147904,501035.0,500653.0,0.0,0.0,0.0,0.0,92.0,60.0,2.993808803,2.993808803,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80.0,1871963.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12.82076622,2.13679437,623987.6667,1079906.372,1870956.0,0.0,1871963.0,623987.6667,1079906.372,1870956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.13679437,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2718.0,49.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20408.16327,20408.16327,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
444.0,119382036.0,1157.0,1157.0,319630.0,6942.0,1271.0,6.0,276.2575627,265.155894,6.0,6.0,6.0,0.0,2735.520443,19.38315074,51613.50454,688536.9003,24800000.0,1.0,119000000.0,103271.2249,972656.1248,24800000.0,352.0,119000000.0,103271.2033,971529.3733,24800000.0,464.0,1.0,0.0,0.0,0.0,23140.0,23140.0,9.691575372,9.691575372,6.0,1271.0,141.1088553,231.0500967,53384.14718,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,141.1698358,276.2575627,6.0,23140.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,319630.0,1157.0,6942.0,255.0,3977.0,1156.0,20.0,8742788.75,8670543.965,21700000.0,3735603.0,13600000.0,9693511.151,24800000.0,5373451.0,3
80.0,430813.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,7300.0,0.0,2320.2,3022.508098,26988.50777,18.56954177,61544.71429,155568.7123,414096.0,34.0,16299.0,8149.5,10878.83783,15842.0,457.0,430726.0,107681.5,204416.4717,414096.0,191.0,0.0,0.0,0.0,0.0,72.0,112.0,6.963578165,11.60596361,0.0,7300.0,1291.888889,2460.652985,6054813.111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666666667,2320.2,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
52932.0,63.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,190476.1905,31746.03175,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15873.01587,15873.01587,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3869.0,44.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,22727.27273,22727.27273,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
444.0,99891716.0,15.0,15.0,5065.0,90.0,1460.0,6.0,337.6666667,457.9431759,6.0,6.0,6.0,0.0,51.60588091,0.300325204,3444541.931,18300000.0,98800000.0,3.0,99900000.0,7135098.643,26400000.0,98800000.0,4.0,99900000.0,7135085.857,26400000.0,98800000.0,3.0,1.0,0.0,0.0,0.0,300.0,300.0,0.150162602,0.150162602,6.0,1460.0,168.2258065,354.64026,125769.714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,173.8333333,337.6666667,6.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5065.0,15.0,90.0,255.0,1452.0,14.0,20.0,569902.0,0.0,569902.0,569902.0,98800000.0,0.0,98800000.0,98800000.0,3
8080.0,63453.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.04209594,128.0,0.0,44.66666667,72.23111056,5358.296692,110.3178731,10575.5,24752.40184,61095.0,47.0,63453.0,21151.0,36084.8321,62817.0,47.0,61854.0,30927.0,42663.99475,61095.0,759.0,0.0,0.0,0.0,0.0,92.0,72.0,63.03878461,47.27908846,0.0,194.0,42.5,75.2880184,5668.285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57142857,51.5,44.66666667,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
444.0,119991834.0,5523.0,5525.0,2866110.0,33406.0,1274.0,0.0,518.940793,204.2035303,267.0,0.0,6.046334842,3.512317683,24164.27771,92.07293223,10861.93844,112321.3571,9432176.0,3.0,120000000.0,21729.77798,158193.1653,9432951.0,493.0,120000000.0,21721.7529,158125.0232,9432176.0,582.0,0.0,0.0,0.0,0.0,110472.0,110512.0,46.02813221,46.04480002,0.0,1274.0,262.4233867,294.3120341,86619.57344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,262.4471398,518.940793,6.046334842,110472.0,0.0,0.0,0.0,0.0,0.0,0.0,5523.0,2866110.0,5525.0,33406.0,8192.0,3294.0,5522.0,20.0,997842.0,831471.3076,1585781.0,409903.0,8143987.5,1821773.648,9432176.0,6855799.0,3
2100.0,58.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,103448.2759,34482.75862,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,17241.37931,17241.37931,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
444.0,78233714.0,48.0,52.0,12042.0,586.0,1460.0,0.0,250.875,422.7945341,267.0,0.0,11.26923077,36.2470366,161.4137864,1.278221305,790239.5354,3643348.334,29500000.0,1.0,78200000.0,1664536.872,5176657.015,29500000.0,4.0,78200000.0,1533983.02,4985581.973,29500000.0,1.0,0.0,0.0,0.0,0.0,972.0,1052.0,0.613546226,0.664675079,0.0,1460.0,125.029703,314.9169241,99172.66911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,126.28,250.875,11.26923077,972.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12042.0,52.0,586.0,8192.0,538.0,47.0,20.0,2024843.8,3093999.209,7461188.0,3051.0,13600000.0,10200000.0,29500000.0,5662979.0,3
80.0,7145988.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.198159863,0.69969331,1786497.0,3572240.668,7144858.0,240.0,7145988.0,1786497.0,3572240.668,7144858.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.69969331,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1130.0,0.0,1130.0,1130.0,7144858.0,0.0,7144858.0,7144858.0,2
80.0,11203818.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.142126907,0.357021151,3734606.0,6467658.734,11200000.0,1.0,11200000.0,3734606.0,6467658.734,11200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.357021151,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1003.0,0.0,1003.0,1003.0,11200000.0,0.0,11200000.0,11200000.0,2
52232.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,250000.0,250000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4446.0,12.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,500000.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,83333.33333,83333.33333,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
